#label	FDA_lab_id	HHS_region	IFSAC_category	LibraryLayout	PFGE_PrimaryEnzyme_pattern	PFGE_SecondaryEnzyme_pattern	Platform	Run	asm_acc	asm_level	asm_stats_contig_n50	asm_stats_length_bp	asm_stats_n_contig	assembly_method	attribute_package	bioproject_acc	bioproject_center	biosample_acc	isolate_identifiers	collected_by	collection_date	epi_type	fullasm_id	geo_loc_name	host	host_disease	isolation_source	lat_lon	ontological_term	outbreak	sample_name	scientific_name	serovar	source_type	species_taxid	sra_center	sra_release_date	strain	sequenced_by	project_name	food_origin	target_acc	target_creation_date	taxid	wgs_acc_prefix	wgs_master_acc	minsame	mindiff	computed_types	number_drugs_resistant	number_drugs_intermediate	number_drugs_susceptible	number_drugs_tested	number_amr_genes	number_core_amr_genes	AST_phenotypes	AMR_genotypes	AMR_genotypes_core	number_stress_genes	stress_genotypes	number_virulence_genes	virulence_genotypes	amrfinder_version	refgene_db_version	amrfinder_analysis_type	amrfinder_applied
PDT000016129.2|SAMN02142050|GCA_000406545.1|Klebsiella pneumoniae VAKPC297||VAKPC297|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000406545.1	Contig	85432	5624526	216	Newbler v. 2.3	Generic	PRJNA187323	JCVI	SAMN02142050	"1134709401501 Klebsiella pneumoniae VAKPC297 VAKP297-PE-IL8-1 Sample","SRS420244","VAKPC297"	NULL	NULL	NULL	698108	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Klebsiella pneumoniae VAKPC297	NULL	NULL	573	NULL	NULL	VAKPC297	NULL	NULL	NULL	PDT000016129.2	2013-06-04	1284831	APWC	APWC00000000.1	NULL	NULL	NULL	13	2	6	21	22	21	"amikacin=S,aztreonam=R,cefepime=I,cefotaxime=R,ceftazidime=R,ciprofloxacin=R,colistin=S,doripenem=I,doxycycline=S,ertapenem=R,gentamicin=R,imipenem=R,levofloxacin=R,meropenem=R,minocycline=S,piperacillin-tazobactam=R,polymyxin B=S,ticarcillin-clavulanic acid=R,tigecycline=S,tobramycin=R,trimethoprim-sulfamethoxazole=R"	"aac(3)-IVa,aadA1=PARTIAL_END_OF_CONTIG,aadA2,aph(4)-Ia,blaKPC-3,blaOXA-9,blaSHV-11,cmlA1,dfrA12,emrD,estX-3,fosA,gyrA_D87N=POINT,gyrA_S83I=POINT,mph(A),mrx(A),ompK35_E42RfsTer47=POINT,oqxA,oqxB,parC_S80I=POINT,sul1,sul3"	"aac(3)-IVa,aadA1=PARTIAL_END_OF_CONTIG,aadA2,aph(4)-Ia,blaKPC-3,blaOXA-9,blaSHV-11,cmlA1,dfrA12,estX-3,fosA,gyrA_D87N=POINT,gyrA_S83I=POINT,mph(A),mrx(A),ompK35_E42RfsTer47=POINT,oqxA,oqxB,parC_S80I=POINT,sul1,sul3"	27	"arsA,arsB,arsC,arsC=HMM,arsD,arsR,asr=HMM,clpK,fieF,hsp20,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,qacE,qacL,silA,silB,silC,silE,silF,silP,silR,silS"	0	NULL	4.2.7	2026-01-21.1	COMBINED	1
PDT000016130.2|SAMN02142051|GCA_000406645.1|Klebsiella pneumoniae VAKPC309||VAKPC309|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000406645.1	Contig	82613	5473881	217	Newbler v. 2.3	Generic	PRJNA187324	JCVI	SAMN02142051	"1134709401503 Klebsiella pneumoniae VAKPC309 VAKP309-PE-IL9-1 Sample","SRS420246","VAKPC309"	NULL	NULL	NULL	698208	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Klebsiella pneumoniae VAKPC309	NULL	NULL	573	NULL	NULL	VAKPC309	NULL	NULL	NULL	PDT000016130.2	2013-06-04	1284832	APWD	APWD00000000.1	NULL	NULL	NULL	14	1	6	21	20	19	"amikacin=I,aztreonam=R,cefepime=R,cefotaxime=R,ceftazidime=R,ciprofloxacin=R,colistin=S,doripenem=R,doxycycline=S,ertapenem=R,gentamicin=S,imipenem=R,levofloxacin=R,meropenem=R,minocycline=S,piperacillin-tazobactam=R,polymyxin B=S,ticarcillin-clavulanic acid=R,tigecycline=S,tobramycin=R,trimethoprim-sulfamethoxazole=R"	"aac(6')-Ib,aadA2,aph(3')-Ia,aph(6)-Id=PARTIAL,blaKPC-2,blaOXA=MISTRANSLATION,blaSHV-12,catA1=PARTIAL_END_OF_CONTIG,dfrA12,emrD,fosA,gyrA_S83I=POINT,mph(A),mrx(A),ompK35_E42RfsTer47=POINT,ompK36_D135DGD=POINT,oqxA,oqxB,parC_S80I=POINT,sul1"	"aac(6')-Ib,aadA2,aph(3')-Ia,aph(6)-Id=PARTIAL,blaKPC-2,blaOXA=MISTRANSLATION,blaSHV-12,catA1=PARTIAL_END_OF_CONTIG,dfrA12,fosA,gyrA_S83I=POINT,mph(A),mrx(A),ompK35_E42RfsTer47=POINT,ompK36_D135DGD=POINT,oqxA,oqxB,parC_S80I=POINT,sul1"	10	"arsC=HMM,asr=HMM,clpK,fieF,hsp20,merA=HMM,merC,merD=HMM,merE=HMM,qacE"	0	NULL	4.2.7	2026-01-21.1	COMBINED	1
PDT000016131.2|SAMN02141966|GCA_000406505.1|Klebsiella pneumoniae KP-11||KP-11|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000406505.1	Contig	62507	5718845	301	Newbler v. 2.3	Generic	PRJNA187326	JCVI	SAMN02141966	"1134709401417 Klebsiella pneumoniae KP-11 KP11-PE-IL21-1 Sample","KP-11","SRS420018"	NULL	NULL	NULL	698068	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Klebsiella pneumoniae KP-11	NULL	NULL	573	NULL	NULL	KP-11	NULL	NULL	NULL	PDT000016131.2	2013-06-04	1284834	APWE	APWE00000000.1	NULL	NULL	NULL	6	2	13	21	6	5	"amikacin=S,aztreonam=R,cefepime=I,cefotaxime=R,ceftazidime=R,ciprofloxacin=S,colistin=S,doripenem=S,doxycycline=S,ertapenem=R,gentamicin=S,imipenem=I,levofloxacin=S,meropenem=S,minocycline=S,piperacillin-tazobactam=R,polymyxin B=S,ticarcillin-clavulanic acid=R,tigecycline=S,tobramycin=S,trimethoprim-sulfamethoxazole=S"	"blaKPC-3,blaSHV-11,emrD,fosA5,oqxA,oqxB5"	"blaKPC-3,blaSHV-11,fosA5,oqxA,oqxB5"	25	"arsB,arsC,arsC=HMM,arsD,arsR,asr=HMM,fieF,ncrA,ncrB,ncrC,ncrY,pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS"	0	NULL	4.2.7	2026-01-21.1	COMBINED	1
PDT000016132.2|SAMN02141991|GCA_000406485.1|Klebsiella pneumoniae 361_1301||361_1301|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000406485.1	Contig	85283	5389421	148	Newbler v. 2.3	Generic	PRJNA193164	JCVI	SAMN02141991	"1134709401399 Klebsiella pneumoniae 361_1301 3611301-PE-IL28-1 Sample","361_1301","SRS420068"	NULL	NULL	NULL	698048	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Klebsiella pneumoniae 361_1301	NULL	NULL	573	NULL	NULL	361_1301	NULL	NULL	NULL	PDT000016132.2	2013-06-04	1304920	APWF	APWF00000000.1	NULL	NULL	NULL	14	2	5	21	11	10	"amikacin=R,aztreonam=R,cefepime=R,cefotaxime=R,ceftazidime=R,ciprofloxacin=R,colistin=S,doripenem=R,doxycycline=I,ertapenem=R,gentamicin=S,imipenem=R,levofloxacin=R,meropenem=R,minocycline=I,piperacillin-tazobactam=R,polymyxin B=S,ticarcillin-clavulanic acid=R,tigecycline=S,tobramycin=R,trimethoprim-sulfamethoxazole=S"	"aac(6')-Ib,blaKPC-2,blaOXA=MISTRANSLATION,blaSHV-12,emrD,fosA,gyrA_S83I=POINT,ompK35_E42RfsTer47=POINT,oqxA,oqxB,parC_S80I=POINT"	"aac(6')-Ib,blaKPC-2,blaOXA=MISTRANSLATION,blaSHV-12,fosA,gyrA_S83I=POINT,ompK35_E42RfsTer47=POINT,oqxA,oqxB,parC_S80I=POINT"	7	"arsC=HMM,asr=HMM,fieF,merA=HMM,merC,merD=HMM,merE=HMM"	0	NULL	4.2.7	2026-01-21.1	COMBINED	1
PDT000016133.2|SAMN02141992|GCA_000406745.1|Klebsiella pneumoniae 440_1540||440_1540|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000406745.1	Contig	89550	5488293	213	Newbler v. 2.3	Generic	PRJNA193165	JCVI	SAMN02141992	"1134709401401 Klebsiella pneumoniae 440_1540 4401540-PE-IL29-1 Sample","440_1540","SRS420069"	NULL	NULL	NULL	698308	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Klebsiella pneumoniae 440_1540	NULL	NULL	573	NULL	NULL	440_1540	NULL	NULL	NULL	PDT000016133.2	2013-06-04	1304921	APWG	APWG00000000.1	NULL	NULL	NULL	14	0	7	21	18	17	"amikacin=S,aztreonam=R,cefepime=R,cefotaxime=R,ceftazidime=R,ciprofloxacin=R,colistin=S,doripenem=R,doxycycline=S,ertapenem=R,gentamicin=S,imipenem=R,levofloxacin=R,meropenem=R,minocycline=S,piperacillin-tazobactam=R,polymyxin B=S,ticarcillin-clavulanic acid=R,tigecycline=S,tobramycin=R,trimethoprim-sulfamethoxazole=R"	"aac(6')-Ib,aadA2,blaKPC-2,blaOXA=MISTRANSLATION,blaSHV-12,blaTEM=PARTIAL_END_OF_CONTIG,catA1,dfrA12,emrD,fosA,gyrA_S83I=POINT,mph(A),mrx(A),ompK35_E42RfsTer47=POINT,oqxA,oqxB,parC_S80I=POINT,sul1"	"aac(6')-Ib,aadA2,blaKPC-2,blaOXA=MISTRANSLATION,blaSHV-12,blaTEM=PARTIAL_END_OF_CONTIG,catA1,dfrA12,fosA,gyrA_S83I=POINT,mph(A),mrx(A),ompK35_E42RfsTer47=POINT,oqxA,oqxB,parC_S80I=POINT,sul1"	10	"arsC=HMM,asr=HMM,clpK,fieF,hsp20,merA=HMM,merC,merD=HMM,merE=HMM,qacE"	0	NULL	4.2.7	2026-01-21.1	COMBINED	1
PDT000016134.3|SAMN02141993|GCA_000406765.2|Klebsiella pneumoniae 500_1420||500_1420|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000406765.2	Complete Genome	5308211	5547643	5	HGAP v. 3	Generic	PRJNA193167	JCVI	SAMN02141993	"1134709401403 Klebsiella pneumoniae 500_1420 5001420-PE-IL30-1 Sample","500_1420","SRS420070"	NULL	NULL	NULL	2031278	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Klebsiella pneumoniae 500_1420	NULL	NULL	573	NULL	NULL	500_1420	NULL	NULL	NULL	PDT000016134.3	2015-07-28	1304922	NULL	NULL	NULL	NULL	NULL	13	3	5	21	13	12	"amikacin=S,aztreonam=R,cefepime=R,cefotaxime=R,ceftazidime=R,ciprofloxacin=R,colistin=S,doripenem=R,doxycycline=I,ertapenem=R,gentamicin=S,imipenem=R,levofloxacin=R,meropenem=R,minocycline=I,piperacillin-tazobactam=R,polymyxin B=I,ticarcillin-clavulanic acid=R,tigecycline=S,tobramycin=R,trimethoprim-sulfamethoxazole=S"	"aac(6')-Ib=PARTIAL,aac(6')-Ib',blaKPC-2,blaSHV=PARTIAL,blaSHV-11,blaSHV-12,emrD,fosA,gyrA_S83I=POINT,ompK35_E42RfsTer47=POINT,oqxA,oqxB,parC_S80I=POINT"	"aac(6')-Ib=PARTIAL,aac(6')-Ib',blaKPC-2,blaSHV=PARTIAL,blaSHV-11,blaSHV-12,fosA,gyrA_S83I=POINT,ompK35_E42RfsTer47=POINT,oqxA,oqxB,parC_S80I=POINT"	5	"arsC=HMM,asr=HMM,clpK,fieF,hsp20"	0	NULL	4.2.7	2026-01-21.1	COMBINED	1
PDT000016135.2|SAMN02141994|GCA_000406865.1|Klebsiella pneumoniae 540_1460||540_1460|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000406865.1	Contig	89801	5558834	213	Newbler v. 2.3	Generic	PRJNA193168	JCVI	SAMN02141994	"1134709401405 Klebsiella pneumoniae 540_1460 5401460-PE-IL34-1 Sample","540_1460","SRS420071"	NULL	NULL	NULL	698428	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Klebsiella pneumoniae 540_1460	NULL	NULL	573	NULL	NULL	540_1460	NULL	NULL	NULL	PDT000016135.2	2013-06-04	1304923	APWI	APWI00000000.1	NULL	NULL	NULL	14	1	6	21	20	19	"amikacin=S,aztreonam=R,cefepime=I,cefotaxime=R,ceftazidime=R,ciprofloxacin=R,colistin=S,doripenem=R,doxycycline=S,ertapenem=R,gentamicin=R,imipenem=R,levofloxacin=R,meropenem=R,minocycline=S,piperacillin-tazobactam=R,polymyxin B=S,ticarcillin-clavulanic acid=R,tigecycline=S,tobramycin=R,trimethoprim-sulfamethoxazole=R"	"aac(3)-IVa,aadA2,aph(4)-Ia,blaKPC-3,blaSHV-12,cmlA1,dfrA12,emrD,estX-3,fosA,gyrA_D87N=POINT,gyrA_S83I=POINT,mph(A),mrx(A),ompK35_E42RfsTer47=POINT,oqxA,oqxB,parC_S80I=POINT,sul1,sul3"	"aac(3)-IVa,aadA2,aph(4)-Ia,blaKPC-3,blaSHV-12,cmlA1,dfrA12,estX-3,fosA,gyrA_D87N=POINT,gyrA_S83I=POINT,mph(A),mrx(A),ompK35_E42RfsTer47=POINT,oqxA,oqxB,parC_S80I=POINT,sul1,sul3"	7	"arsC=HMM,asr=HMM,clpK,fieF,hsp20,qacEdelta1,qacL"	0	NULL	4.2.7	2026-01-21.1	COMBINED	1
PDT000016136.2|SAMN02141995|GCA_000406885.1|Klebsiella pneumoniae 646_1568||646_1568|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000406885.1	Contig	100339	5398867	139	Newbler v. 2.3	Generic	PRJNA193169	JCVI	SAMN02141995	"1134709401407 Klebsiella pneumoniae 646_1568 6461568-PE-IL40-1 Sample","646_1568","SRS420072"	NULL	NULL	NULL	698448	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Klebsiella pneumoniae 646_1568	NULL	NULL	573	NULL	NULL	646_1568	NULL	NULL	NULL	PDT000016136.2	2013-06-04	1304924	APWJ	APWJ00000000.1	NULL	NULL	NULL	13	3	5	21	10	9	"amikacin=S,aztreonam=R,cefepime=R,cefotaxime=R,ceftazidime=R,ciprofloxacin=R,colistin=S,doripenem=R,doxycycline=I,ertapenem=R,gentamicin=I,imipenem=R,levofloxacin=R,meropenem=R,minocycline=I,piperacillin-tazobactam=R,polymyxin B=S,ticarcillin-clavulanic acid=R,tigecycline=S,tobramycin=R,trimethoprim-sulfamethoxazole=S"	"aac(6')-Ib,blaKPC-2,blaSHV-12,emrD,fosA,gyrA_S83I=POINT,ompK35_E42RfsTer47=POINT,oqxA,oqxB,parC_S80I=POINT"	"aac(6')-Ib,blaKPC-2,blaSHV-12,fosA,gyrA_S83I=POINT,ompK35_E42RfsTer47=POINT,oqxA,oqxB,parC_S80I=POINT"	5	"arsC=HMM,asr=HMM,clpK,fieF,hsp20"	0	NULL	4.2.7	2026-01-21.1	COMBINED	1
PDT000016137.2|SAMN02142015|GCA_000406405.1|Klebsiella pneumoniae UHKPC40||UHKPC40|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000406405.1	Contig	95435	5490156	155	Newbler v. 2.3	Generic	PRJNA187279	JCVI	SAMN02142015	"1134709401461 Klebsiella pneumoniae UHKPC33 UHKPC40-PE-IL1-1 Sample","SRS420101","UHKPC40"	NULL	NULL	NULL	697968	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Klebsiella pneumoniae UHKPC40	NULL	NULL	573	NULL	NULL	UHKPC40	NULL	NULL	NULL	PDT000016137.2	2013-06-04	1284787	AQOT	AQOT00000000.1	NULL	NULL	NULL	15	0	6	21	17	16	"amikacin=S,aztreonam=R,cefepime=R,cefotaxime=R,ceftazidime=R,ciprofloxacin=R,colistin=S,doripenem=R,doxycycline=S,ertapenem=R,gentamicin=R,imipenem=R,levofloxacin=R,meropenem=R,minocycline=S,piperacillin-tazobactam=R,polymyxin B=S,ticarcillin-clavulanic acid=R,tigecycline=S,tobramycin=R,trimethoprim-sulfamethoxazole=R"	"aac(3)-IVa,aadA2=PARTIAL_END_OF_CONTIG,aph(4)-Ia,blaKPC-3,blaOXA-9,blaSHV-12,cmlA1,emrD,estX-3,fosA,gyrA_D87N=POINT,gyrA_S83I=POINT,ompK35_E42RfsTer47=POINT,oqxA,oqxB,parC_S80I=POINT,sul3"	"aac(3)-IVa,aadA2=PARTIAL_END_OF_CONTIG,aph(4)-Ia,blaKPC-3,blaOXA-9,blaSHV-12,cmlA1,estX-3,fosA,gyrA_D87N=POINT,gyrA_S83I=POINT,ompK35_E42RfsTer47=POINT,oqxA,oqxB,parC_S80I=POINT,sul3"	6	"arsC=HMM,asr=HMM,clpK,fieF,hsp20,qacL"	0	NULL	4.2.7	2026-01-21.1	COMBINED	1
PDT000016138.2|SAMN02141983|GCA_000406385.1|Klebsiella pneumoniae KP-7||KP-7|Pathogen: clinical or host-associated	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000406385.1	Contig	70423	5672685	321	Newbler v. 2.3	Pathogen: clinical or host-associated	PRJNA187325	JCVI	SAMN02141983	"KP-7","SAMN01902215","SRS420060"	Pediatric LTCF	NULL	clinical	697948	USA: Cleveland, OH	Homo sapiens	colonization	stool	41.53,-81.22	NULL	NULL	NULL	Klebsiella pneumoniae KP-7	NULL	NULL	573	NULL	NULL	KP-7	NULL	NULL	NULL	PDT000016138.2	2013-06-04	1284833	AQQD	AQQD00000000.1	NULL	NULL	NULL	8	3	10	21	11	10	"amikacin=S,aztreonam=R,cefepime=S,cefotaxime=R,ceftazidime=R,ciprofloxacin=S,colistin=S,doripenem=I,doxycycline=S,ertapenem=R,gentamicin=I,imipenem=R,levofloxacin=S,meropenem=R,minocycline=S,piperacillin-tazobactam=R,polymyxin B=S,ticarcillin-clavulanic acid=R,tigecycline=S,tobramycin=I,trimethoprim-sulfamethoxazole=S"	"aadA5,ant(2'')-Ia,blaKPC-3,blaOXA-2,blaSHV-11,blaTEM=PARTIAL_END_OF_CONTIG,emrD,fosA5,oqxA,oqxB5,sul1"	"aadA5,ant(2'')-Ia,blaKPC-3,blaOXA-2,blaSHV-11,blaTEM=PARTIAL_END_OF_CONTIG,fosA5,oqxA,oqxB5,sul1"	32	"arsB,arsC,arsC=HMM,arsD,arsR,asr=HMM,fieF,merA,merC=HMM,merD,merP=HMM,merR,merT=PARTIAL,ncrA,ncrB,ncrC,ncrY,pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,qacEdelta1,silA,silB,silC,silE,silF,silP,silR,silS"	0	NULL	4.2.7	2026-01-21.1	COMBINED	1
PDT000016139.2|SAMN02141996|GCA_000409065.1|Klebsiella pneumoniae DMC0526||DMC0526|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000409065.1	Contig	99235	5555255	167	Newbler v. 2.3	Generic	PRJNA187288	JCVI	SAMN02141996	"1134709401409 Klebsiella pneumoniae DMC0526 DMC0526-PE-IL10-1 Sample","DMC0526","SRS420073"	NULL	NULL	NULL	700668	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Klebsiella pneumoniae DMC0526	NULL	NULL	573	NULL	NULL	DMC0526	NULL	NULL	NULL	PDT000016139.2	2013-06-05	1284796	ARPO	ARPO00000000.1	NULL	NULL	NULL	13	1	7	21	17	16	"amikacin=S,aztreonam=R,cefepime=R,cefotaxime=R,ceftazidime=R,ciprofloxacin=R,colistin=S,doripenem=R,doxycycline=S,ertapenem=R,gentamicin=S,imipenem=R,levofloxacin=R,meropenem=R,minocycline=S,piperacillin-tazobactam=R,polymyxin B=S,ticarcillin-clavulanic acid=R,tigecycline=S,tobramycin=I,trimethoprim-sulfamethoxazole=R"	"aadA2,blaKPC-3,blaOXA-9,blaSHV-12,dfrA12,emrD,fosA,gyrA_D87N=POINT,gyrA_S83I=POINT,mph(A),mrx(A),ompK35_E42RfsTer47=POINT,ompK36_T136TDT=POINT,oqxA,oqxB,parC_S80I=POINT,sul1"	"aadA2,blaKPC-3,blaOXA-9,blaSHV-12,dfrA12,fosA,gyrA_D87N=POINT,gyrA_S83I=POINT,mph(A),mrx(A),ompK35_E42RfsTer47=POINT,ompK36_T136TDT=POINT,oqxA,oqxB,parC_S80I=POINT,sul1"	26	"arsA,arsB,arsC,arsC=HMM,arsD,arsR,asr=HMM,clpK,fieF,hsp20,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,qacE,silA,silB,silC,silE,silF,silP,silR,silS"	0	NULL	4.2.7	2026-01-21.1	COMBINED	1
PDT000016140.2|SAMN02142018|GCA_000409085.1|Klebsiella pneumoniae UHKPC48||UHKPC48|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000409085.1	Contig	99169	5620362	194	Newbler v. 2.3	Generic	PRJNA187293	JCVI	SAMN02142018	"1134709401467 Klebsiella pneumoniae UHKPC47 UHKPC48-PE-IL17-1 Sample","SRS420120","UHKPC48"	NULL	NULL	NULL	700688	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Klebsiella pneumoniae UHKPC48	NULL	NULL	573	NULL	NULL	UHKPC48	NULL	NULL	NULL	PDT000016140.2	2013-06-05	1284801	ARPP	ARPP00000000.1	NULL	NULL	NULL	14	3	4	21	23	22	"amikacin=S,aztreonam=R,cefepime=I,cefotaxime=R,ceftazidime=R,ciprofloxacin=R,colistin=S,doripenem=R,doxycycline=I,ertapenem=R,gentamicin=R,imipenem=R,levofloxacin=R,meropenem=R,minocycline=I,piperacillin-tazobactam=R,polymyxin B=S,ticarcillin-clavulanic acid=R,tigecycline=S,tobramycin=R,trimethoprim-sulfamethoxazole=R"	"aac(3)-IVa,aadA1=PARTIAL_END_OF_CONTIG,aadA2,aph(3')-Ia=PARTIAL_END_OF_CONTIG,aph(4)-Ia,blaKPC-3,blaOXA-9,blaSHV-12,cmlA1,dfrA12,emrD,estX-3,fosA,gyrA_D87N=POINT,gyrA_S83I=POINT,mph(A),mrx(A),ompK35_E42RfsTer47=POINT,oqxA,oqxB,parC_S80I=POINT,sul1,sul3"	"aac(3)-IVa,aadA1=PARTIAL_END_OF_CONTIG,aadA2,aph(3')-Ia=PARTIAL_END_OF_CONTIG,aph(4)-Ia,blaKPC-3,blaOXA-9,blaSHV-12,cmlA1,dfrA12,estX-3,fosA,gyrA_D87N=POINT,gyrA_S83I=POINT,mph(A),mrx(A),ompK35_E42RfsTer47=POINT,oqxA,oqxB,parC_S80I=POINT,sul1,sul3"	27	"arsA,arsB,arsC,arsC=HMM,arsD,arsR,asr=HMM,clpK,fieF,hsp20,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,qacE,qacL,silA,silB,silC,silE,silF,silP,silR,silS"	0	NULL	4.2.7	2026-01-21.1	COMBINED	1
PDT000016141.2|SAMN02142001|GCA_000409105.1|Klebsiella pneumoniae UHKPC32||UHKPC32|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000409105.1	Contig	98006	5621477	202	Newbler v. 2.3	Generic	PRJNA187314	JCVI	SAMN02142001	"1134709401457 Klebsiella pneumoniae UHKPC31 UHKPC32-PE-IL15-1 Sample","SRS420088","UHKPC32"	NULL	NULL	NULL	700708	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Klebsiella pneumoniae UHKPC32	NULL	NULL	573	NULL	NULL	UHKPC32	NULL	NULL	NULL	PDT000016141.2	2013-06-05	1284822	ARPQ	ARPQ00000000.1	NULL	NULL	NULL	13	2	6	21	23	22	"amikacin=S,aztreonam=R,cefepime=I,cefotaxime=R,ceftazidime=R,ciprofloxacin=R,colistin=S,doripenem=I,doxycycline=S,ertapenem=R,gentamicin=R,imipenem=R,levofloxacin=R,meropenem=R,minocycline=S,piperacillin-tazobactam=R,polymyxin B=S,ticarcillin-clavulanic acid=R,tigecycline=S,tobramycin=R,trimethoprim-sulfamethoxazole=R"	"aac(3)-IVa,aadA1=PARTIAL_END_OF_CONTIG,aadA2,aph(3')-Ia=PARTIAL_END_OF_CONTIG,aph(4)-Ia,blaKPC-3,blaOXA-9,blaSHV-12,cmlA1,dfrA12,emrD,estX-3,fosA,gyrA_D87N=POINT,gyrA_S83I=POINT,mph(A),mrx(A),ompK35_E42RfsTer47=POINT,oqxA,oqxB,parC_S80I=POINT,sul1,sul3"	"aac(3)-IVa,aadA1=PARTIAL_END_OF_CONTIG,aadA2,aph(3')-Ia=PARTIAL_END_OF_CONTIG,aph(4)-Ia,blaKPC-3,blaOXA-9,blaSHV-12,cmlA1,dfrA12,estX-3,fosA,gyrA_D87N=POINT,gyrA_S83I=POINT,mph(A),mrx(A),ompK35_E42RfsTer47=POINT,oqxA,oqxB,parC_S80I=POINT,sul1,sul3"	27	"arsA,arsB,arsC,arsC=HMM,arsD,arsR,asr=HMM,clpK,fieF,hsp20,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,qacE,qacL,silA,silB,silC,silE,silF,silP,silR,silS"	0	NULL	4.2.7	2026-01-21.1	COMBINED	1
PDT000016142.2|SAMN02142020|GCA_000409125.1|Klebsiella pneumoniae UHKPC57||UHKPC57|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000409125.1	Contig	69489	5671251	246	Newbler v. 2.3	Generic	PRJNA187309	JCVI	SAMN02142020	"1134709401471 Klebsiella pneumoniae UHKPC57 UHKPC57-PE-IL60-1 Sample","SRS420183","UHKPC57"	NULL	NULL	NULL	700728	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Klebsiella pneumoniae UHKPC57	NULL	NULL	573	NULL	NULL	UHKPC57	NULL	NULL	NULL	PDT000016142.2	2013-06-05	1284817	ARPR	ARPR00000000.1	NULL	NULL	NULL	15	1	5	21	22	21	"amikacin=S,aztreonam=R,cefepime=R,cefotaxime=R,ceftazidime=R,ciprofloxacin=R,colistin=S,doripenem=R,doxycycline=R,ertapenem=R,gentamicin=R,imipenem=R,levofloxacin=I,meropenem=R,minocycline=S,piperacillin-tazobactam=R,polymyxin B=S,ticarcillin-clavulanic acid=R,tigecycline=S,tobramycin=R,trimethoprim-sulfamethoxazole=R"	"aac(3)-IIe,aac(6')-Ib-cr5,aph(3'')-Ib,aph(6)-Id,blaCTX-M-15,blaKPC-2,blaOXA-1,blaOXA-9,blaSHV-28,catB3=PARTIAL_END_OF_CONTIG,dfrA14,emrD,fosA,gyrA_D87A=POINT,gyrA_S83F=POINT,ompK36_Q313Ter=POINT,oqxA,oqxB,parC_S80I=POINT,ramR_A19V=POINT,sul2,tet(A)"	"aac(3)-IIe,aac(6')-Ib-cr5,aph(3'')-Ib,aph(6)-Id,blaCTX-M-15,blaKPC-2,blaOXA-1,blaOXA-9,blaSHV-28,catB3=PARTIAL_END_OF_CONTIG,dfrA14,fosA,gyrA_D87A=POINT,gyrA_S83F=POINT,ompK36_Q313Ter=POINT,oqxA,oqxB,parC_S80I=POINT,ramR_A19V=POINT,sul2,tet(A)"	32	"arsA,arsB,arsC,arsC=HMM,arsD,arsR,asr=HMM,fieF,merA,merA=HMM,merC=HMM,merD,merE,merF,merP,merP=HMM,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS"	2	"ybtP,ybtQ"	4.2.7	2026-01-21.1	COMBINED	1
